,title,date,month,year,source,order_month,label,url
4387,[SALAH] Akun Facebook Bupati Pacitan “Indrata Nur Bayuaji”,2021-06-10,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/10/salah-akun-facebook-bupati-pacitan-indrata-nur-bayuaji/
4388,[SALAH] Akun Facebook Bupati Lumajang “Thoriqul Haq”,2021-06-10,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/10/salah-akun-facebook-bupati-lumajang-thoriqul-haq/
4389,[SALAH] Lowongan Pekerjaan di Perusahaan Manufacture di Abu Dhabi melalui BLK Cilacap,2021-06-10,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/10/salah-lowongan-pekerjaan-di-perusahaan-manufacture-di-abu-dhabi-melalui-blk-cilacap/
4390,[SALAH] Foto “Pria 91 Tahun Menabung 30 Tahun Demi Berhaji dengan Istri. Kasian gak bisa pergi haji gara gara Rezim Gagal”,2021-06-10,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/10/salah-foto-pria-91-tahun-menabung-30-tahun-demi-berhaji-dengan-istri-kasian-gak-bisa-pergi-haji-gara-gara-rezim-gagal/
4391,[SALAH] “Alyssa carson bersiap menjadi manusia pertama di mars dan dia tidak akan pernah kembali ke bumi”,2021-06-09,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/09/salah-alyssa-carson-bersiap-menjadi-manusia-pertama-di-mars-dan-dia-tidak-akan-pernah-kembali-ke-bumi/
4392,[SALAH] Video “Cino lagi Cino lagi..kpnkah ini terjadi..? #AdiliPerampokDanaHaji”,2021-06-09,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/09/salah-video-cino-lagi-cino-lagi-kpnkah-ini-terjadi-adiliperampokdanahaji/
4393,[SALAH] Razia Masker di Seluruh Indonesia mengerahkan Lintas Sektor,2021-06-08,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/08/salah-razia-masker-di-seluruh-indonesia-mengerahkan-lintas-sektor/
4394,"[SALAH] Foto “Miliarder Tiongkok, He Shihua memaksa pelatih untuk memainkannya di lapangan”",2021-06-08,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/08/salah-foto-miliarder-tiongkok-he-shihua-memaksa-pelatih-untuk-memainkannya-di-lapangan/
4395,[SALAH] Black Fungus Berasal dari Peternakan Ayam,2021-06-08,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/08/salah-black-fungus-berasal-dari-peternakan-ayam/
4396,[SALAH] Foto Tanda Jalan Bertuliskan “Nuclear Power Plant” dan “Spider Farm”,2021-06-07,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/07/salah-foto-tanda-jalan-bertuliskan-nuclear-power-plant-dan-spider-farm/
4397,[SALAH] Foto Bob Dylan dan John Lennon,2021-06-07,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/07/salah-foto-bob-dylan-dan-john-lennon/
4398,[SALAH] Foto Monyet Penembak Runduk di Perang Dunia II,2021-06-07,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/07/salah-foto-monyet-penembak-runduk-di-perang-dunia-ii/
4399,[SALAH] Grup WhatsApp “To Firdaus We Ascend” atau “Ke Syurga Kita Pergi” Milik ISIS,2021-06-07,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/07/salah-grup-whatsapp-to-firdaus-we-ascend-atau-ke-syurga-kita-pergi-milik-isis/
4400,[SALAH] Lowongan Pekerjaan di PT. Freeport Indonesia,2021-06-07,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/07/salah-lowongan-pekerjaan-di-pt-freeport-indonesia/
4401,[SALAH] “Kapal cargo yang terdampar di Terusan Suez membawa muatan yang mengejutkan”,2021-06-07,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/07/salah-kapal-cargo-yang-terdampar-di-terusan-suez-membawa-muatan-yang-mengejutkan/
4402,[SALAH] Akun Telegram IDX Channel Menawarkan Investasi Saham dan Emas,2021-06-07,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/07/salah-akun-telegram-idx-channel-menawarkan-investasi-saham-dan-emas/
4403,[SALAH] Amazon Bagikan Hadiah Smartphone Huawei Mate 40 Pro 5G dalam Rangka Perayaan Ulang Tahun Ke-30,2021-06-07,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/07/salah-amazon-bagikan-hadiah-smartphone-huawei-mate-40-pro-5g-dalam-rangka-perayaan-ulang-tahun-ke-30/
4404,[SALAH] Foto Planet Saturnus dari Dalam Cincinnya,2021-06-07,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/07/salah-foto-planet-saturnus-dari-dalam-cincinnya/
4405,[SALAH] Foto Bulan Meleleh,2021-06-07,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/07/salah-foto-bulan-meleleh/
4406,[SALAH] Foto “UN INVOLVED in PEACE”,2021-06-07,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/07/salah-foto-un-involved-in-peace/
4407,[SALAH] Video UFO dengan Alien yang Tinggal di Dalam Bulan,2021-06-07,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/07/salah-video-ufo-dengan-alien-yang-tinggal-di-dalam-bulan/
4408,[SALAH] Foto-foto “Orang Mati COVID-19 yang Dilempar ke Laut Tiba di Laut Sabah”,2021-06-06,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/06/salah-foto-foto-orang-mati-covid-19-yang-dilempar-ke-laut-tiba-di-laut-sabah/
4409,[SALAH] Video “MALAYSIA MENYEDIHKAN LUR”,2021-06-06,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/06/salah-video-malaysia-menyedihkan-lur/
4410,[FALSE] The Photos of “COVID-19 dead people thrown in the Sea arrived at Sabah Ocean”,2021-06-06,June,2021,turnbackhoax,6,"[('FALSE', '')]",https://turnbackhoax.id/2021/06/06/false-the-photos-of-covid-19-dead-people-thrown-in-the-sea-arrived-at-sabah-ocean/
4411,[SALAH] Gambar Postingan Twitter Denny Siregar tentang Hidupnya yang Semakin Berat,2021-06-06,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/06/salah-gambar-postingan-twitter-denny-siregar-tentang-hidupnya-yang-semakin-berat/
4412,[SALAH] “Wahhh…. Ada Orang kaya baru nih.”,2021-06-06,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/06/salah-wahhh-ada-orang-kaya-baru-nih/
4413,[SALAH] Survei Berhadiah dari Rolex dalam Rangka Merayakan Ulang Tahun ke-100,2021-06-06,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/06/salah-survei-berhadiah-dari-rolex-dalam-rangka-merayakan-ulang-tahun-ke-100/
4414,[SALAH] Mantan Gubernur Kaltim Faroek Ishak Meninggal Dunia,2021-06-05,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/05/salah-mantan-gubernur-kaltim-faroek-ishak-meninggal-dunia/
4415,"[SALAH] “Ini fakta baru: Salah satu Pegawai KPK yang tidak lulus TWK adalah PATAR GULTOM, Adik Sang Ketua PGI”",2021-06-04,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/04/salah-ini-fakta-baru-salah-satu-pegawai-kpk-yang-tidak-lulus-twk-adalah-patar-gultom-adik-sang-ketua-pgi/
4416,[SALAH] Bahaya Donor Darah Dari Orang yang Sudah Divaksin Covid-19,2021-06-04,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/04/salah-bahaya-donor-darah-dari-orang-yang-sudah-divaksin-covid-19/
4417,[SALAH] Video 450 Kantong Jenazah Covid-19 Berisikan Kertas,2021-06-04,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/04/salah-video-450-kantong-jenazah-covid-19-berisikan-kertas/
4418,[SALAH] Menerima Donor Darah dari Orang yang Sudah di Vaksinasi Covid-19 Berbahaya,2021-06-04,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/04/salah-menerima-donor-darah-dari-orang-yang-sudah-di-vaksinasi-covid-19-berbahaya/
4419,"[SALAH] Video “Ini bukan Gaza. Ini Waynad, Kerala Utara. Cabang Hamas di India”",2021-06-03,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/03/salah-video-ini-bukan-gaza-ini-waynad-kerala-utara-cabang-hamas-di-india/
4420,[SALAH] Bantuan Rp12 juta dari Kemenag,2021-06-03,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/03/salah-bantuan-rp12-juta-dari-kemenag/
4421,[SALAH] Video Pertahanan Israel Dari Serangan Roket Hamas,2021-06-03,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/03/salah-video-pertahanan-israel-dari-serangan-roket-hamas/
4422,[SALAH] Video “Roket² al qassam menghantam wilayah Israel.. kejadian baru diperkirakan 650 korban Yahudi”,2021-06-02,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/02/salah-video-roket%c2%b2-al-qassam-menghantam-wilayah-israel-kejadian-baru-diperkirakan-650-korban-yahudi/
4423,[SALAH] Piramida Giza di Mesir Menampilkan Pancaran Lampu Bergambar Bendera Palestina,2021-06-02,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/02/salah-piramida-giza-di-mesir-menampilkan-pancaran-lampu-bergambar-bendera-palestina/
4424,[SALAH] Gambar Mark Zuckerberg Membawa Plakat Bertuliskan “I Stand With Israel”,2021-06-02,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/02/salah-gambar-mark-zuckerberg-membawa-plakat-bertuliskan-i-stand-with-israel/
4425,[SALAH] “Munarman lumpuh permanen karena penyiksaan”,2021-06-02,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/02/salah-munarman-lumpuh-permanen-karena-penyiksaan/
4426,"[SALAH] Foto Najwa Shihab memegang kertas berisi tulisan “Negeri ini dalam Bahaya Jangan diam, ayo #MulaiBicara Gunakan Medsos Mu Untuk Berisik”",2021-06-02,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/02/salah-foto-najwa-shihab-memegang-kertas-beirisi-tulisan-negeri-ini-dalam-bahaya-jangan-diam-ayo-mulaibicara-gunakan-medsos-mu-untuk-berisik/
4427,[SALAH] Gubernur Provinsi Papua Meninggal Dunia,2021-06-01,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/01/salah-gubernur-provinsi-papua-meninggal-dunia/
4428,[FALSE] Yakult Probiotic Drink Made From Cow Sperm,2021-06-01,June,2021,turnbackhoax,6,"[('FALSE', '')]",https://turnbackhoax.id/2021/06/01/false-yakult-probiotic-drink-made-from-cow-sperm/
4429,[SALAH] Foto “Uya Kuya Menghipnotis Wapres Maruf Amin”,2021-06-01,June,2021,turnbackhoax,6,"[('SALAH', '')]",https://turnbackhoax.id/2021/06/01/salah-foto-uya-kuya-menghipnotis-wapres-maruf-amin-3/
4430,[SALAH] Foto Polisi India dengan Poster Tulisan “I STAND WITH ISRAEL”,2021-05-31,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/31/salah-foto-polisi-india-dengan-poster-tulisan-i-stand-with-israel/
4431,[SALAH] Polri Jemput Paksa UAS karena terlibat Investasi Bodong,2021-05-31,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/31/salah-polri-jemput-paksa-uas-karena-terlibat-investasi-bodong/
4432,[SALAH] Gambar Asli Bacteriophage dari Mikroskop,2021-05-31,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/31/salah-gambar-asli-bacteriophage-dari-mikroskop/
4433,[SALAH] “SEMUA RAHASIA STRATEGIS DATA INTELIGEN NEGARA SUDAH ADA DI CHINA.”,2021-05-31,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/31/salah-semua-rahasia-strategis-data-inteligen-negara-sudah-ada-di-china/
4434,[SALAH] Suntikan Vaksin Kosong di Indonesia,2021-05-31,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/31/salah-suntikan-vaksin-kosong-di-indonesia/
4435,[SALAH] Bendera Israel Dibakar Rakyatnya Sendiri Karena Konflik dengan Palestina,2021-05-30,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/30/salah-bendera-israel-dibakar-rakyatnya-sendiri-karena-konflik-dengan-palestina/
4436,[SALAH] Video Gerhana Bulan 2021 di Benua Arktik,2021-05-30,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/30/salah-video-gerhana-bulan-2021-di-benua-arktik/
4437,[SALAH] Tautan Subsidi Pulsa dan Kuota Kemendikbud Periode Lebaran,2021-05-30,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/30/salah-tautan-subsidi-pulsa-dan-kuota-kemendikbud-periode-lebaran/
4438,[SALAH] MUI Tidak Diajak Mencari Hilal,2021-05-30,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/30/salah-mui-tidak-diajak-mencari-hilal/
4439,"[SALAH] Campuran Air Kelapa Muda, Jeruk Nipis dan Garam dapat Menyembuhkan Covid-19",2021-05-30,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/30/salah-campuran-air-kelapa-muda-jeruk-nipis-dan-garam-dapat-menyembuhkan-covid-19/
4440,[SALAH] Video “lagu Indonesia Raya..sudah diganti ya?”,2021-05-30,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/30/salah-video-lagu-indonesia-raya-sudah-diganti-ya/
4441,[SALAH] Minuman Probiotik Yakult Terbuat dari Sperma Sapi,2021-05-29,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/29/salah-minuman-probiotik-yakult-terbuat-dari-sperma-sapi/
4442,[FALSE] Photo Shows Israeli Soldiers Killing A Palestinian Child,2021-05-29,May,2021,turnbackhoax,5,"[('FALSE', '')]",https://turnbackhoax.id/2021/05/29/false-photo-shows-israeli-soldiers-killing-a-palestinian-child/
4443,[SALAH] Tangkapan Layar Artikel “Mujahidin Aceh Siap Perang Jihad Melawan Buddha Tzu Chi”,2021-05-29,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/29/salah-tangkapan-layar-artikel-mujahidin-aceh-siap-perang-jihad-melawan-buddha-tzu-chi/
4444,[SALAH] Akun Facebook Bupati Mojokerto Menawarkan Dana Bantuan,2021-05-29,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/29/salah-akun-facebook-bupati-mojokerto-menawarkan-dana-bantuan/
4445,"[SALAH] Tangkapan Layar “hati2,,, rakyat akan dibunuh vaksin Cina,,,!” Video CNN Indonesia",2021-05-29,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/29/salah-tangkapan-layar-hati2-rakyat-akan-dibunuh-vaksin-cina-video-cnn-indonesia/
4446,[SALAH] Link Pendaftaran dan Data Penerima Bantuan UMKM Tahap-3,2021-05-29,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/29/salah-link-pendaftaran-dan-data-penerima-bantuan-umkm-tahap-3/
4447,[SALAH] Gambar “sampul majalah Hidayah: Azab Seorang Penghoetang”,2021-05-28,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/28/salah-gambar-sampul-majalah-hidayah-azab-seorang-penghoetang/
4448,[SALAH] Menteri Pertahanan Israel Mengundurkan Diri,2021-05-28,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/28/salah-menteri-pertahanan-israel-mengundurkan-diri/
4449,[SALAH] “Foto berwarna Pertama dari Pesawat Ruang Angkasa China Zhurong yang mendarat di Mars”,2021-05-28,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/28/salah-foto-berwarna-pertama-dari-pesawat-ruang-angkasa-china-zhurong-yang-mendarat-di-mars/
4450,[SALAH] Video “HELIKOPTER ISRAEL JATUH DI TEMBAK DENGAN RUDAL PALESTINA”,2021-05-27,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/27/salah-video-helikopter-israel-jatuh-di-tembak-dengan-rudal-palestina/
4451,[SALAH] “Jelang gerhana bulan dua matahari muncul matahari asli dan yang lainnya bulan. Fenomena Pemburu Bulan”,2021-05-27,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/27/salah-jelang-gerhana-bulan-dua-matahari-muncul-matahari-asli-dan-yang-lainnya-bulan-fenomena-pemburu-bulan/
4452,[SALAH] Akun WhatsApp Wakil Bupati Pringsewu Meminta Sejumlah Dana,2021-05-27,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/27/salah-akun-whatsapp-wakil-bupati-pringsewu-meminta-sejumlah-dana/
4453,[SALAH] Link Hadiah Perayaan Ulang Tahun ke 30 Kopi Janji Jiwa,2021-05-27,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/27/salah-link-hadiah-perayaan-ulang-tahun-ke-30-kopi-janji-jiwa/
4454,[SALAH] UAS Jadi Tersangka!! Polri Amankan Uang Sumbangan Umat,2021-05-27,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/27/salah-uas-jadi-tersangka-polri-amankan-uang-sumbangan-umat/
4455,"[SALAH] Setelah Divaksin, Tubuh Punya Daya Magnetis dan Dapat Dikoneksikan ke Bluetooth",2021-05-27,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/27/salah-setelah-divaksin-tubuh-punya-daya-magnetis-dan-dapat-dikoneksikan-ke-bluetooth/
4456,[SALAH] Cina Donasikan 230 Triliun Untuk Bantu Palestina,2021-05-27,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/27/salah-cina-donasikan-230-triliun-untuk-bantu-palestina/
4457,[SALAH] WhatsApp Mengubah Pengaturan Privasi Tanpa Pemberitahuan pada Mei 2021,2021-05-26,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/26/salah-whatsapp-mengubah-pengaturan-privasi-tanpa-pemberitahuan-pada-mei-2021/
4458,[SALAH] Akun Facebook Bupati Lamongan “Yuhronur Efendi”,2021-05-26,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/26/salah-akun-facebook-bupati-lamongan-yuhronur-efendi/
4459,[SALAH] Video dan Foto Jet Tempur FPI,2021-05-26,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/26/salah-video-dan-foto-jet-tempur-fpi/
4460,[SALAH] Permen Susu di Banyumas Mengandung Narkoba,2021-05-26,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/26/salah-permen-susu-di-banyumas-mengandung-narkoba/
4461,[FALSE] Eating Onions and Dropping Lemon Juice On The Nose Can Treat Covid-19,2021-05-26,May,2021,turnbackhoax,5,"[('FALSE', '')]",https://turnbackhoax.id/2021/05/26/false-eating-onions-and-dropping-lemon-juice-on-the-nose-can-treat-covid-19/
4462,[SALAH] Telur Palsu Beredar di Pasaran,2021-05-26,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/26/salah-telur-palsu-beredar-di-pasaran/
4463,[SALAH] Video “menara masjid Al Aqsо dirobohkan Israel”,2021-05-26,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/26/salah-video-menara-masjid-al-aqs%d0%be-dirobohkan-israel/
4464,[SALAH] TNI-Polri Bunuh 3 Wanita di Kabupaten Puncak Papua (Ilaga),2021-05-25,May,2021,turnbackhoax,5,"[('SALAH', ''), ('', 'Ilaga')]",https://turnbackhoax.id/2021/05/25/salah-tni-polri-bunuh-3-wanita-di-kabupaten-puncak-papua-ilaga/
4465,[SALAH] Pengumuman CPNS Kemenkumham Beserta Link Pendaftarannya,2021-05-25,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/25/salah-pengumuman-cpns-kemenkumham-beserta-link-pendaftarannya/
4466,[SALAH] Ekstrak Akar Dandelion Dapat Membunuh 98% Sel Kanker Dalam 48 Jam,2021-05-25,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/25/salah-ekstrak-akar-dandelion-dapat-membunuh-98-sel-kanker-dalam-48-jam/
4467,[SALAH] Foto Memperlihatkan Tentara Israel Membunuh Seorang Anak Palestina,2021-05-25,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/25/salah-foto-memperlihatkan-tentara-israel-membunuh-seorang-anak-palestina/
4468,[SALAH] Polisi Membubarkan Massa Aksi Bela Palestina di Solo dengan Tembakan,2021-05-25,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/25/salah-polisi-membubarkan-massa-aksi-bela-palestina-di-solo-dengan-tembakan/
4469,[SALAH] Foto “Jokowi disalib”,2021-05-25,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/25/salah-foto-jokowi-disalib/
4470,[SALAH] Menara Moshe Israel Meledak Akibat Rudal Hamas,2021-05-25,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/25/salah-menara-moshe-israel-meledak-akibat-rudal-hamas/
4471,[SALAH] Foto “Penampakan sosok misterius Dibalik tembok china Yg membuat warga china ketakutan”,2021-05-24,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/24/salah-foto-penampakan-sosok-misterius-dibalik-tembok-china-yg-membuat-warga-china-ketakutan/
4472,[SALAH] Giveaway Ulang Tahun Toyota Motor Ke-80,2021-05-24,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/24/salah-giveaway-ulang-tahun-toyota-motor-ke-80/
4473,"[SALAH] Foto “Rumah baru Gubernur DKI ada di Kebayoran Baru, Jaksel”",2021-05-23,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/23/salah-foto-rumah-baru-gubernur-dki-ada-di-kebayoran-baru-jaksel/
4474,[SALAH] Pesan Singkat Undian Hadiah Tokopedia,2021-05-23,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/23/salah-pesan-singkat-undian-hadiah-tokopedia/
4475,"[SALAH] Berada Di Sekitar Orang yang Baru Divaksin, Dapat Sebabkan Gangguan Menstruasi Pada Wanita",2021-05-23,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/23/salah-berada-di-sekitar-orang-yang-baru-divaksin-dapat-sebabkan-gangguan-menstruasi-pada-wanita/
4476,[SALAH] Memakan Bawang Merah dan Meneteskan Air Perasan Lemon ke Hidung Dapat Mengobati Covid-19,2021-05-23,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/23/salah-memakan-bawang-merah-dan-meneteskan-air-perasan-lemon-ke-hidung-dapat-mengobati-covid-19/
4477,[SALAH] Luka Warga Palestina Akibat Serangan Israel Ternyata Hasil Make Up,2021-05-23,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/23/salah-luka-warga-palestina-akibat-serangan-israel-ternyata-hasil-make-up/
4478,[SALAH] Video Turki siap serang Israel,2021-05-22,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/22/salah-video-turki-siap-serang-israel/
4479,[FALSE] The “Eid Special #ISupportIsrael” Mosque Demolition Video,2021-05-22,May,2021,turnbackhoax,5,"[('FALSE', '')]",https://turnbackhoax.id/2021/05/22/false-the-eid-special-isupportisrael-mosque-demolition-video/
4480,"[SALAH] Gambar Artikel CNN Indonesia: “Selain Suka Makanan Extrem Kelelawar Panggang (Kepang), Jokowi Juga Gemar Makan Bipang Ambawang (Babi Panggang)”",2021-05-22,May,2021,turnbackhoax,5,"[('SALAH', ''), ('', 'Kepang')]",https://turnbackhoax.id/2021/05/22/salah-gambar-artikel-cnn-indonesia-selain-suka-makanan-extrem-kelelawar-panggang-kepang-jokowi-juga-gemar-makan-bipang-ambawang-babi-panggang/
4481,[SALAH] Foto Jokowi Dengan Background Tulisan “Karya Terbaik Pemerintah Adalah Hutang”,2021-05-21,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/21/salah-foto-jokowi-dengan-background-tulisan-karya-terbaik-pemerintah-adalah-hutang/
4482,[SALAH] Video “Pesawat Tempur Zionis Berjatuhan”,2021-05-21,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/21/salah-video-pesawat-tempur-zionis-berjatuhan/
4483,[SALAH] Artikel berjudul “Gibran akan Bebaskan Palestina dari Israel?”,2021-05-21,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/21/salah-artikel-berjudul-gibran-akan-bebaskan-palestina-dari-israel/
4484,[SALAH] Video “Salah satu masjid di palestine dibom yahudi sewaktu azan”,2021-05-21,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/21/salah-video-salah-satu-masjid-di-palestine-dibom-yahudi-sewaktu-azan/
4485,[SALAH] Gubernur NTB Perbolehkan Mudik Warganya,2021-05-21,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/21/salah-gubernur-ntb-perbolehkan-mudik-warganya/
4486,[SALAH] Foto Awak KRI Nanggala 402 sebelum Hilang di Perairan Utara Bali,2021-05-21,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/21/salah-foto-awak-kri-nanggala-402-sebelum-hilang-di-perairan-utara-bali/
4487,[SALAH] Foto “Apa Indonesia tidak punya tempat ibadah?”,2021-05-21,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/21/salah-foto-apa-indonesia-tidak-punya-tempat-ibadah/
4488,[SALAH] Video Kedatangan Tentara Indonesia di Palestina,2021-05-21,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/21/salah-video-kedatangan-tentara-indonesia-di-palestina/
4489,[SALAH] Terjemahan Pidato Netanyahu di Hadapan Knesset Israel Terkait Persekutuan Yahudi dan ISIS,2021-05-21,May,2021,turnbackhoax,5,"[('SALAH', '')]",https://turnbackhoax.id/2021/05/21/salah-terjemahan-pidato-netanyahu-di-hadapan-knesset-israel-terkait-persekutuan-yahudi-dan-isis/
